index,unit2_pos,unit1_beam_32,unit1_beam_64
1596,"[0.8244699410963421, 0.7965367964968493]",2,4
927,"[0.3372672974738924, 0.09740259744953549]",18,34
1110,"[0.10859793518306403, 0.8614718612581433]",28,55
2146,"[0.7022844358704122, 0.10497835503577924]",4,6
2038,"[0.4672317891611421, 0.07575757586243743]",10,20
1919,"[0.09443566428871857, 0.13636363624479314]",28,55
529,"[0.586851665609262, 0.07251082250133503]",6,11
45,"[0.3438968822468369, 0.8841991341706718]",20,39
2013,"[0.8357997577972345, 0.7662337659980771]",2,3
482,"[0.4916155251319498, 0.7824675323421978]",14,27
527,"[0.5961700293518517, 0.07251082250133503]",4,7
449,"[0.0924857864263334, 0.8614718612581433]",29,57
1124,"[0.227848361084846, 0.8246753246523549]",25,49
572,"[0.41154738202813435, 0.08874458869165856]",14,27
111,"[0.6769565485163708, 0.0790043289159456]",2,4
1464,"[0.5613595779994403, 0.06385281405105236]",6,11
2282,"[0.6994930317554882, 0.835497835445904]",9,17
1160,"[0.5662650602471136, 0.7608225107550998]",11,20
1646,"[0.3472629872132405, 0.03896103879525764]",18,34
600,"[0.2928511319604434, 0.0930735929167999]",20,40
1311,"[0.17895773896597922, 0.8311688309131684]",26,51
309,"[0.7328872560038813, 0.7943722941535829]",4,7
834,"[0.2578764803668354, 0.7922077922717079]",24,47
942,"[0.19712239075954166, 0.11038961027875661]",24,47
63,"[0.45487572094912565, 0.8571428571867992]",15,29
1837,"[0.4648303606245287, 0.8106060606515006]",15,29
987,"[0.37472547771742004, 0.8311688309131684]",20,39
1040,"[0.5500913363798815, 0.06493506506888841]",6,11
333,"[0.5590402495907171, 0.04545454567125959]",6,11
1984,"[0.48991194762406737, 0.8073593072903983]",14,26
1652,"[0.31774799368681306, 0.03787878777742159]",20,39
2,"[0.034605201047269926, 0.9469696968962938]",31,60
1095,"[0.05079944993189074, 0.12229437224393883]",30,59
2066,"[0.22072617557372815, 0.08225108212325087]",23,45
143,"[0.5201042671472533, 0.08333333344868118]",9,17
630,"[0.08528150078732538, 0.11904761919043066]",30,59
400,"[0.5365242913689883, 0.05627705615721436]",6,11
1985,"[0.5007696886333429, 0.805194805100929]",13,26
1299,"[0.051517825992594295, 0.865800865790879]",5,56
2076,"[0.13575255023682317, 0.08549783563815042]",28,55
1478,"[0.44565998235181487, 0.07251082250133503]",11,22
1665,"[0.2464850885700253, 0.03571428574174949]",23,45
824,"[0.14829334373659253, 0.8290043287236992]",27,54
1358,"[0.6525317624816179, 0.753246753168856]",7,13
461,"[0.23419059543934262, 0.8225108224628858]",25,49
1933,"[0.046140268067887874, 0.9047619045861366]",30,60
160,"[0.4540547197285594, 0.08874458869165856]",12,22
740,"[0.54290757578743, 0.051948051932073025]",7,13
2105,"[0.4844728146034433, 0.898268398171526]",17,34
1329,"[0.3726113995992545, 0.7943722941535829]",20,38
1898,"[0.3122678106022439, 0.12121212122610277]",19,37
1223,"[0.4252581022628355, 0.09956709948520759]",14,26
84,"[0.6384721167471352, 0.826839826688027]",2,14
2160,"[0.6008292112158546, 0.11255411262202297]",7,14
428,"[0.20736438086797643, 0.08766233767382252]",24,48
290,"[0.55341639128234, 0.7954545454790132]",11,20
2065,"[0.228730937386746, 0.08116883110541483]",22,44
240,"[0.11844994971318822, 0.8409090908426785]",28,55
770,"[0.31709119270744324, 0.05952380951831677]",20,38
402,"[0.5100059522626263, 0.05844155850048072]",8,14
155,"[0.4747850003145156, 0.08766233767382252]",11,21
2024,"[0.6006855360066307, 0.08008658008757877]",3,6
1892,"[0.37137989778298897, 0.1168831168471643]",15,29
296,"[0.6075819461806344, 0.7932900431357468]",9,17
2266,"[0.49871718561109507, 0.8679653678265511]",17,33
280,"[0.4666160382603013, 0.8008658007219905]",15,29
582,"[0.3757927792924891, 0.08874458869165856]",17,33
2158,"[0.6173723856294249, 0.11147186129659267]",7,13
1129,"[0.28525687075770867, 0.8095238093260704]",23,44
1656,"[0.29699718806888425, 0.03787878777742159]",20,39
1213,"[0.4612179553036223, 0.09740259744953549]",12,22
719,"[0.8415057162189178, 0.7499999998077536]",2,2
1849,"[0.6530448882371799, 0.7987012985325214]",7,14
596,"[0.3151618398624467, 0.0909090908811278]",20,39
970,"[0.1390776051392817, 0.8722943720516924]",28,55
699,"[0.5869132406905958, 0.7824675323421978]",9,17
977,"[0.22491328174611414, 0.8538961039794939]",25,49
951,"[0.10426715380145411, 0.11363636363985903]",28,55
427,"[0.21916627327506968, 0.08549783563815042]",24,47
176,"[0.3827507645624105, 0.09523809526006626]",16,32
80,"[0.600439235652128, 0.8311688309131684]",9,17
594,"[0.32552698014813286, 0.08982683970949462]",19,38
1411,"[0.3754849038420687, 0.004329004378938461]",15,29
2201,"[0.29824921491712236, 0.12770562779451047]",23,45
492,"[0.612528478477669, 0.772727272874079]",9,16
1970,"[0.348309763756337, 0.8344155842742709]",20,39
1145,"[0.4281931815869834, 0.7824675323421978]",16,32
1335,"[0.42983518401353205, 0.7846320346854642]",17,33
825,"[0.1573654071100955, 0.825757575670191]",27,53
495,"[0.6740009441456664, 0.7683982683413435]",7,13
800,"[0.11598694608065717, 0.054112554121542256]",29,57
1974,"[0.38572689395050347, 0.8279220777058631]",18,35
848,"[0.39213070340091777, 0.7575757573939973]",18,34
1765,"[0.5672502616942926, 0.061688311707786]",6,11
1219,"[0.43859937193661463, 0.09956709948520759]",12,23
888,"[0.6702653886475086, 0.06060606053615282]",2,2
1830,"[0.37135937275101644, 0.8170995669123141]",19,37
1534,"[0.10818743457278089, 0.8928571426209544]",29,57
1438,"[0.12626998625303704, 0.04004329012068795]",28,55
2242,"[0.2768621333663802, 0.9469696968962938]",25,49
1090,"[0.0937583382919601, 0.11796536786500036]",28,55
1505,"[0.21138728679916594, 0.08549783563815042]",24,47
1750,"[0.769688635282623, 0.7196969696165757]",2,3
410,"[0.4149955871224282, 0.06709956695076338]",13,26
13,"[0.13281747091267526, 0.9177489175691549]",28,55
1360,"[0.6742882945786981, 0.7499999998077536]",7,14
405,"[0.4722604215860669, 0.061688311707786]",10,19
1861,"[0.8877075593681394, 0.7824675323421978]",2,2
952,"[0.09334783769626087, 0.11471861465769508]",29,57
1964,"[0.29654563740923995, 0.8430735930321478]",22,42
975,"[0.19909279366848326, 0.8571428571867992]",26,51
1664,"[0.25235524723290503, 0.03571428574174949]",23,44
216,"[0.1341515978742196, 0.12121212122610277]",28,55
2166,"[0.547648857779323, 0.11580086582932826]",9,17
1709,"[0.2349705465813799, 0.8225108224628858]",24,46
472,"[0.3732476755466518, 0.7976190475146853]",19,37
1344,"[0.5119147800756503, 0.7716450215486488]",13,26
539,"[0.5395004207570813, 0.07792207789810954]",7,14
1146,"[0.437142094783235, 0.7813852813243617]",16,32
991,"[0.4314771864254968, 0.8246753246523549]",17,34
2275,"[0.6055910182397203, 0.8463203463932502]",12,24
1009,"[0.6703680137927874, 0.7987012985325214]",7,14
1261,"[0.29605303668565053, 0.10497835503577924]",20,39
875,"[0.7098581720411743, 0.753246753168856]",6,11
497,"[0.698897805872036, 0.7673160173235074]",6,11
312,"[0.7664251554760821, 0.7954545454790132]",4,6
132,"[0.5648488331576792, 0.08116883110541483]",6,11
252,"[0.22864883725885582, 0.825757575670191]",25,48
1048,"[0.472116746376843, 0.07251082250133503]",11,20
137,"[0.5437285769934124, 0.08225108212325087]",7,14
648,"[0.1417869091263155, 0.8571428571867992]",28,55
595,"[0.3204162476099017, 0.0909090908811278]",20,38
1488,"[0.3655302641520818, 0.07575757586243743]",16,31
585,"[0.36475031301004446, 0.08874458869165856]",17,34
811,"[0.016112148771314536, 0.8820346318274054]",30,60
2048,"[0.3770858562046723, 0.07792207789810954]",15,29
279,"[0.4580776256597489, 0.8019480517398266]",15,29
360,"[0.32515752960179484, 0.08116883110541483]",19,34
1253,"[0.3249728043432097, 0.10281385284631]",19,38
2177,"[0.4699821432267049, 0.12121212122610277]",14,26
1734,"[0.5502350115891055, 0.7564935063761613]",12,22
351,"[0.4059850988302589, 0.06601731608672447]",14,27
1604,"[0.6397036185634007, 0.033549783552280256]",2,3
1476,"[0.4624289320879153, 0.07251082250133503]",11,20
1442,"[0.09221896102527419, 0.050865800914236974]",30,59
1242,"[0.36146630815694714, 0.10281385284631]",17,34
28,"[0.23419059543934262, 0.9015151512250342]",24,47
1738,"[0.6002750354109314, 0.7456709955826123]",9,17
660,"[0.2604010590952841, 0.8311688309131684]",23,45
1291,"[0.08879128096295293, 0.09740259744953549]",30,59
571,"[0.4150571622037619, 0.08874458869165856]",14,27
1323,"[0.31339668725864667, 0.8062770561187651]",22,42
1625,"[0.46604133740882164, 0.03896103879525764]",11,22
1662,"[0.2637671640616877, 0.03679653675958554]",23,44
650,"[0.1617167135382619, 0.8506493503107972]",26,52
869,"[0.6240019704023694, 0.7489177489437147]",9,16
1147,"[0.44619363313934934, 0.7813852813243617]",15,30
891,"[0.6431518236431106, 0.061688311707786]",2,3
1052,"[0.43767574557076955, 0.07683982688027349]",12,23
828,"[0.20276677408530727, 0.8095238093260704]",25,49
2208,"[0.2469571642616422, 0.12987012967638545]",26,51
1513,"[0.12916401551323986, 0.09199134189896385]",28,55
1611,"[0.5806325814320168, 0.03571428574174949]",6,11
2225,"[0.15939738511495477, 0.9945887444494284]",30,59
1400,"[0.46969479279367315, 0.010822510793549026]",10,20
1058,"[0.38162188789142376, 0.08441558446651723]",15,29
598,"[0.30426304878922605, 0.09199134189896385]",20,39
1011,"[0.6952443504871846, 0.7965367964968493]",6,10
861,"[0.5291968555673128, 0.7467532466004483]",12,22
1675,"[0.1833090453795617, 0.04004329012068795]",26,51
91,"[0.7047063894389981, 0.8214285714450497]",5,9
1471,"[0.5071119229878396, 0.06818181796859943]",9,16
790,"[0.18952812955680695, 0.05519480513937831]",26,51
263,"[0.3200467970635637, 0.816017315894478]",20,39
712,"[0.7460027503551302, 0.7575757573939973]",4,7
2215,"[0.18507419798336172, 0.1320346320196518]",28,55
1238,"[0.37390447651143766, 0.10173160182847395]",17,33
149,"[0.4971572833124366, 0.08441558446651723]",9,17
2012,"[0.8236899899397209, 0.7662337659980771]",2,2
2100,"[0.4217483220872079, 0.9058441557577698]",20,39
79,"[0.5906077461393924, 0.8322510822385987]",9,17
1822,"[0.2604831592085904, 0.826839826688027]",24,47
1814,"[0.15742698220601314, 0.8387445884994121]",28,55
998,"[0.5195500913423301, 0.8138528138588059]",13,26
36,"[0.2886640257880574, 0.8939393936387905]",22,44
235,"[0.07735883910219772, 0.8495670994467583]",30,59
1249,"[0.33868352456332695, 0.10281385284631]",19,37
324,"[0.6421050471000141, 0.04004329012068795]",2,4
1781,"[0.34527205927232635, 0.07359307351917108]",17,32
1031,"[0.6323556577297527, 0.05844155850048072]",2,4
1603,"[0.6485499066143735, 0.032467532534444205]",2,4
2271,"[0.5525543400124125, 0.8560606058613689]",14,28
816,"[0.06742472445876725, 0.8603896102403074]",30,59
1049,"[0.4635783337762906, 0.07359307351917108]",11,21
1615,"[0.5492498101419266, 0.03679653675958554]",6,11
396,"[0.5887604934222861, 0.051948051932073025]",6,10
782,"[0.23794667596947291, 0.057359307482644666]",24,46
1700,"[0.12967714128338576, 0.8430735930321478]",28,55
2255,"[0.39169967775866205, 0.9036796535683006]",21,42
2118,"[0.6837092834665666, 0.8852813851885077]",9,17
504,"[0.7861907596322482, 0.765151514980241]",3,4
1992,"[0.5782311528954034, 0.7900432899284415]",9,17
384,"[0.060569364348708646, 0.14935064938160852]",30,59
311,"[0.7551569138565234, 0.7943722941535829]",4,7
1270,"[0.2545103754004318, 0.10281385284631]",23,45
905,"[0.5265901767255577, 0.07359307351917108]",7,14
521,"[0.6341618603829139, 0.06818181796859943]",4,7
1927,"[0.0, 0.9209956709302572]",30,60
1982,"[0.4682990907362111, 0.8116883115155396]",15,28
760,"[0.38494694279388225, 0.06060606053615282]",15,29
190,"[0.307567578659712, 0.10173160182847395]",20,39
1688,"[0.08887338109084311, 0.05519480513937831]",29,57
664,"[0.3152028899263918, 0.8203463201196194]",21,42
1016,"[0.7690318343178371, 0.7922077922717079]",4,6
575,"[0.40089489132400036, 0.08874458869165856]",15,29
316,"[0.8095071940279868, 0.7987012985325214]",2,3
743,"[0.5196321914556364, 0.053030303103706204]",7,14
1878,"[0.4952895055487738, 0.11363636363985903]",8,14
2153,"[0.6549126659862587, 0.10822510839688164]",6,11
1787,"[0.2625561872773947, 0.0790043289159456]",20,39
787,"[0.2079185566874835, 0.05627705615721436]",25,48
1989,"[0.5446316783272849, 0.7965367964968493]",11,22
962,"[0.05792163544300857, 0.8993506491893621]",29,57
27,"[0.22811518647132129, 0.9025974025504645]",24,48
2045,"[0.4106648057262343, 0.07683982688027349]",14,26
1566,"[0.4737382237714191, 0.8322510822385987]",15,28
667,"[0.34576466001049966, 0.814935064876642]",20,39
257,"[0.26826214568449414, 0.8214285714450497]",23,46
2155,"[0.6410582705569177, 0.10822510839688164]",6,11
1597,"[0.8358408078611796, 0.7954545454790132]",2,3
967,"[0.10822848463672598, 0.8820346318274054]",28,55
683,"[0.4574823997908806, 0.7997835497041546]",14,28
689,"[0.49231337616068077, 0.7943722941535829]",13,26
864,"[0.5636994314547199, 0.7467532466004483]",11,21
499,"[0.7237330925024881, 0.7662337659980771]",4,7
42,"[0.32552698014813286, 0.887445887377977]",20,39
992,"[0.44407955502118385, 0.8225108224628858]",17,32
1873,"[0.547648857779323, 0.11255411262202297]",6,11
100,"[0.8034112600279929, 0.8181818179301501]",2,4
1590,"[0.7549106134874367, 0.8019480517398266]",4,7
923,"[0.3756491040832652, 0.09415584424223021]",15,29
1300,"[0.062149791679339664, 0.8625541124297765]",29,58
1786,"[0.2777036596189191, 0.07792207789810954]",20,39
721,"[0.8724574618667523, 0.7499999998077536]",2,2
437,"[0.09026908314830512, 0.10281385284631]",28,55
1101,"[0.030808070438610616, 0.8896103894136491]",30,59
2002,"[0.7016481599230149, 0.7716450215486488]",6,11
1553,"[0.32780525850749487, 0.8538961039794939]",20,39
1911,"[0.1627224400174133, 0.13311688303748784]",26,51
517,"[0.6584634962258314, 0.06709956695076338]",2,4
820,"[0.10334352743560898, 0.8463203463932502]",29,58
1117,"[0.16799737279684088, 0.8419913418605146]",27,52
157,"[0.46704706388797307, 0.08874458869165856]",11,22
1447,"[0.05104575030097741, 0.06709956695076338]",30,59
420,"[0.300404343099233, 0.07683982688027349]",20,39
832,"[0.23934237802693492, 0.7976190475146853]",24,48
1820,"[0.2321791424664559, 0.8300865800491295]",25,49
778,"[0.2618583362486637, 0.057359307482644666]",22,43
503,"[0.7735883910365611, 0.765151514980241]",3,4
1951,"[0.18954865458877948, 0.8636363634476126]",26,51
2276,"[0.6194043636197002, 0.8441558440499838]",12,23
1498,"[0.2815623653089121, 0.08008658008757877]",20,42
1439,"[0.11769052360312347, 0.04220779231015718]",28,55
1809,"[0.09345046284153971, 0.8528138526540636]",30,59
1626,"[0.4598633032955215, 0.03896103879525764]",11,22
1225,"[0.41856694239397335, 0.09956709948520759]",14,27
350,"[0.414585086512145, 0.06493506506888841]",13,26
1619,"[0.5125100059591025, 0.03787878777742159]",9,16
1057,"[0.3916381026627444, 0.08225108212325087]",15,29
636,"[0.03637035365106997, 0.12445887443340806]",31,62
1791,"[0.201945772864741, 0.08116883110541483]",24,47
319,"[0.8610250200059971, 0.8030303030652569]",2,2
2044,"[0.41866956753925216, 0.07683982688027349]",13,26
544,"[0.5149114344957159, 0.08008658008757877]",9,17
356,"[0.36212310913631696, 0.07359307351917108]",16,31
1594,"[0.8017282075520831, 0.7976190475146853]",3,4
2184,"[0.42310297408072484, 0.12445887443340806]",16,32
494,"[0.6493503827883833, 0.7705627705308127]",7,14
2214,"[0.19402311117961335, 0.1320346320196518]",28,55
1689,"[0.07389010899051528, 0.05952380951831677]",30,59
724,"[0.6759713470546079, 0.04004329012068795]",2,3
181,"[0.35756655241759294, 0.09632034643169944]",18,34
2031,"[0.5281911290881613, 0.07792207789810954]",7,13
245,"[0.16592434474262044, 0.8333333332564348]",26,54
167,"[0.4233903244991727, 0.0909090908811278]",14,26
2088,"[0.23353379447455672, 0.928571428516501]",28,55
393,"[0.6244945711259587, 0.050865800914236974]",4,4
1245,"[0.3519426941237998, 0.10281385284631]",18,34
1295,"[0.05578703227828657, 0.09740259744953549]",30,60
1971,"[0.3573407770804788, 0.8322510822385987]",19,37
941,"[0.20685125511241445, 0.1093073594147177]",25,46
1059,"[0.371564623056158, 0.08549783563815042]",16,30
86,"[0.6565957184767526, 0.825757575670191]",7,13
747,"[0.48500646539097786, 0.05627705615721436]",9,17
1181,"[0.7955706984707555, 0.7413419913574709]",3,4
1904,"[0.2309065905862453, 0.12987012967638545]",22,43
1399,"[0.47825373042619806, 0.012987013136815386]",9,17
913,"[0.4583444510608081, 0.08333333344868118]",11,22
1348,"[0.5578087477744516, 0.765151514980241]",11,21
1396,"[0.5043205188729156, 0.014069264154651435]",9,16
1975,"[0.3955583834486551, 0.825757575670191]",19,34
982,"[0.28488742021137065, 0.8430735930321478]",23,44
381,"[0.09330678763231579, 0.1406926406237316]",29,57
1345,"[0.5210073684811258, 0.7705627705308127]",12,23
2193,"[0.36197943392709303, 0.1266233767766744]",20,39
1039,"[0.5590402495907171, 0.06385281405105236]",6,10
510,"[0.702202335742522, 0.06385281405105236]",2,2
1853,"[0.714989429611378, 0.7954545454790132]",5,10
22,"[0.19162168264299995, 0.9058441557577698]",26,51
1555,"[0.3500543913281645, 0.8506493503107972]",20,39
1518,"[0.08316742266915983, 0.09740259744953549]",30,58
188,"[0.3192463208895539, 0.10064935050304365]",20,38
1015,"[0.756757866219127, 0.7932900431357468]",4,6
2082,"[0.1428336856839959, 0.9469696968962938]",30,60
394,"[0.612528478477669, 0.051948051932073025]",4,7
171,"[0.40612877403948283, 0.0930735929167999]",15,29
1654,"[0.307567578659712, 0.03787878777742159]",20,39
75,"[0.5522669895939647, 0.8387445884994121]",11,21
1159,"[0.5567414461993825, 0.761904761926733]",11,20
1563,"[0.4421502021761873, 0.83658008646374]",16,32
10,"[0.1115535395391845, 0.9242424241375625]",28,55
11,"[0.11877835019558117, 0.9220779219480933]",28,55
1401,"[0.46113585517573213, 0.010822510793549026]",11,20
2039,"[0.45898072699362147, 0.07575757586243743]",11,21
827,"[0.17550953387168539, 0.8192640691017833]",26,51
1239,"[0.3708257219634819, 0.10173160182847395]",17,33
2008,"[0.7761745448609274, 0.7662337659980771]",4,6
1443,"[0.08386527369789083, 0.054112554121542256]",29,58
285,"[0.5094517764431192, 0.7976190475146853]",12,26
1448,"[0.04291783831070818, 0.0703463203118658]",31,60
617,"[0.17462695758436927, 0.10606060605361528]",26,51
1504,"[0.22033619999541756, 0.08441558446651723]",24,47
2219,"[0.15250097494095105, 0.13419913420912102]",30,59
2063,"[0.24494571130333936, 0.08008658008757877]",23,45
1150,"[0.4733687732250811, 0.774891774755954]",14,28
2204,"[0.2765132078520147, 0.12878787881234652]",25,48
2178,"[0.46320888324453646, 0.12229437224393883]",14,27
474,"[0.3968104102968932, 0.7954545454790132]",19,34
140,"[0.5317009092637889, 0.08333333344868118]",8,14
1890,"[0.39013977546000356, 0.1168831168471643]",14,26
1190,"[0.6259313232473659, 0.08116883110541483]",3,5
1251,"[0.33188973953460205, 0.10281385284631]",19,37
2030,"[0.5382278688914546, 0.07792207789810954]",7,13
192,"[0.2957862112845913, 0.10281385284631]",20,39
1994,"[0.6008702612797997, 0.7857142857033002]",9,17
1257,"[0.31099525872203326, 0.10281385284631]",20,39
56,"[0.41027483016250765, 0.8679653678265511]",17,34
483,"[0.5035405677162944, 0.7813852813243617]",13,26
44,"[0.3377188481335367, 0.8852813851885077]",20,39
1793,"[0.17360070605866143, 0.08441558446651723]",25,48
321,"[0.6705937891299015, 0.04004329012068795]",2,2
2131,"[0.8863118573106774, 0.8798701296379362]",3,6
755,"[0.4212351963170621, 0.05952380951831677]",12,23
1042,"[0.532439810341881, 0.06601731608672447]",7,12
2280,"[0.6733441431808804, 0.8376623374815761]",9,17
431,"[0.1673816218960001, 0.0909090908811278]",26,52
210,"[0.1765152603654207, 0.11580086582932826]",26,51
1785,"[0.2928511319604434, 0.07792207789810954]",20,39
1669,"[0.2219371523580211, 0.03679653675958554]",25,49
2097,"[0.37101044723665094, 0.9112554111545443]",22,44
208,"[0.19049280597201323, 0.11363636363985903]",26,51
238,"[0.10211202561934346, 0.8441558440499838]",29,57
1004,"[0.5953285031138968, 0.8062770561187651]",10,20
1912,"[0.1536503766293264, 0.13419913420912102]",26,51
346,"[0.44834876132146, 0.05952380951831677]",11,22
963,"[0.06785575008643904, 0.8961038959820569]",30,58
2102,"[0.4468914841680804, 0.9025974025504645]",19,37
1803,"[0.042158412186059535, 0.09956709948520759]",30,59
1497,"[0.2901213029268531, 0.0790043289159456]",20,39
1363,"[0.7074977935539222, 0.7489177489437147]",6,11
458,"[0.19940066911890367, 0.8300865800491295]",26,51
1200,"[0.5330145111933606, 0.08982683970949462]",7,14
301,"[0.6539069395071074, 0.7932900431357468]",7,13
1516,"[0.10157837483180894, 0.09523809526006626]",29,57
460,"[0.22265552841872469, 0.8246753246523549]",25,49
943,"[0.18729090126139, 0.11038961027875661]",25,49
1931,"[0.03019231953776981, 0.9101731601367082]",30,59
1388,"[0.5827877096141275, 0.01948051939762882]",4,7
1260,"[0.29987069231169844, 0.10389610386414605]",20,39
1507,"[0.19338683524679998, 0.08766233767382252]",25,49
475,"[0.40853020257609624, 0.7932900431357468]",18,34
1382,"[0.6453274768571938, 0.02489177494820046]",2,3
1810,"[0.10642228196898083, 0.8495670994467583]",28,55
1109,"[0.10012109767842929, 0.8647186147730429]",28,55
464,"[0.26883684653597373, 0.814935064876642]",23,45
6,"[0.0722891566279117, 0.9350649350849087]",29,57
842,"[0.3335317419611507, 0.7694805192053824]",21,42
327,"[0.6139447055671036, 0.041125541138524]",4,6
1635,"[0.40953592906983155, 0.04004329012068795]",15,29
1489,"[0.3572997270165337, 0.07575757586243743]",17,32
1429,"[0.21504074218401742, 0.012987013136815386]",24,48
1899,"[0.3021079206071154, 0.12121212122610277]",20,36
893,"[0.6255002976196941, 0.06385281405105236]",3,4
1084,"[0.145666139862865, 0.11255411262202297]",27,52
14,"[0.139898606359848, 0.9166666665513188]",28,55
1154,"[0.5098828020707911, 0.7694805192053824]",13,24
695,"[0.5428254756741236, 0.7889610389106055]",12,22
388,"[0.6849202602508596, 0.050865800914236974]",2,2
