index,unit1_rgb,unit2_pos,unit1_beam_32,unit1_beam_64
2059,../../../Scenario5/unit1/camera_data/image_BS1_8617_03_38_22.jpg,"[0.27776523470025277, 0.0790043289159456]",20,39
1269,../../../Scenario5/unit1/camera_data/image_BS1_4875_03_30_21.jpg,"[0.25968268303458053, 0.10389610386414605]",22,44
746,../../../Scenario5/unit1/camera_data/image_BS1_3338_03_27_05.jpg,"[0.4937090782181428, 0.05627705615721436]",9,17
2196,../../../Scenario5/unit1/camera_data/image_BS1_9520_03_40_20.jpg,"[0.33790357340670574, 0.1266233767766744]",21,42
611,../../../Scenario5/unit1/camera_data/image_BS1_2605_03_25_31.jpg,"[0.2188173477607042, 0.10064935050304365]",24,47
276,../../../Scenario5/unit1/camera_data/image_BS1_1028_03_22_10.jpg,"[0.4326881632097898, 0.804112554083093]",17,34
2144,../../../Scenario5/unit1/camera_data/image_BS1_9467_03_40_13.jpg,"[0.7165903819739816, 0.10497835503577924]",4,6
1210,../../../Scenario5/unit1/camera_data/image_BS1_4815_03_30_14.jpg,"[0.4740871492712007, 0.09523809526006626]",11,20
1365,../../../Scenario5/unit1/camera_data/image_BS1_5158_03_30_58.jpg,"[0.7281870240759333, 0.7445887444109791]",4,7
894,../../../Scenario5/unit1/camera_data/image_BS1_3869_03_28_12.jpg,"[0.6167976847779453, 0.06493506506888841]",3,6
9,../../../Scenario5/unit1/camera_data/image_BS1_268_03_20_32.jpg,"[0.10420557870553646, 0.9253246751553986]",28,55
1013,../../../Scenario5/unit1/camera_data/image_BS1_4126_03_28_45.jpg,"[0.7200180620217189, 0.7954545454790132]",6,11
1778,../../../Scenario5/unit1/camera_data/image_BS1_7022_03_34_57.jpg,"[0.38424909176515126, 0.07251082250133503]",14,27
49,../../../Scenario5/unit1/camera_data/image_BS1_309_03_20_37.jpg,"[0.3683421932989783, 0.8787878786201001]",20,38
1724,../../../Scenario5/unit1/camera_data/image_BS1_6830_03_34_32.jpg,"[0.4210299460265044, 0.7846320346854642]",18,34
1776,../../../Scenario5/unit1/camera_data/image_BS1_7020_03_34_56.jpg,"[0.4117321073013034, 0.0703463203118658]",13,26
2098,../../../Scenario5/unit1/camera_data/image_BS1_9277_03_39_49.jpg,"[0.38375649104156184, 0.9090909091188722]",22,42
1403,../../../Scenario5/unit1/camera_data/image_BS1_5356_03_31_23.jpg,"[0.4442232302304078, 0.009740259775712974]",12,22
1674,../../../Scenario5/unit1/camera_data/image_BS1_6542_03_33_55.jpg,"[0.19000020524842381, 0.04004329012068795]",26,51
187,../../../Scenario5/unit1/camera_data/image_BS1_646_03_21_20.jpg,"[0.324870179183347, 0.09956709948520759]",20,39
1331,../../../Scenario5/unit1/camera_data/image_BS1_5123_03_30_53.jpg,"[0.39194597812774873, 0.7911255409462776]",20,38
2042,../../../Scenario5/unit1/camera_data/image_BS1_8599_03_38_20.jpg,"[0.4347406662466216, 0.07683982688027349]",12,22
765,../../../Scenario5/unit1/camera_data/image_BS1_3357_03_27_07.jpg,"[0.34995176618288565, 0.05952380951831677]",17,34
2075,../../../Scenario5/unit1/camera_data/image_BS1_8633_03_38_24.jpg,"[0.14476303852899242, 0.08549783563815042]",27,54
1074,../../../Scenario5/unit1/camera_data/image_BS1_4358_03_29_15.jpg,"[0.233800619861032, 0.10389610386414605]",23,45
2136,../../../Scenario5/unit1/camera_data/image_BS1_9318_03_39_54.jpg,"[0.9649227232611132, 0.8831168828452415]",3,2
302,../../../Scenario5/unit1/camera_data/image_BS1_1054_03_22_13.jpg,"[0.6632458282816696, 0.7932900431357468]",7,14
1250,../../../Scenario5/unit1/camera_data/image_BS1_4856_03_30_19.jpg,"[0.33529689456495076, 0.10281385284631]",19,37
881,../../../Scenario5/unit1/camera_data/image_BS1_3671_03_27_47.jpg,"[0.7951601978604723, 0.7629870129445689]",3,4
1886,../../../Scenario5/unit1/camera_data/image_BS1_7831_03_36_41.jpg,"[0.4259559532915665, 0.1168831168471643]",12,22
120,../../../Scenario5/unit1/camera_data/image_BS1_579_03_21_12.jpg,"[0.62615709858448, 0.0790043289159456]",4,7
2272,../../../Scenario5/unit1/camera_data/image_BS1_9897_03_41_09.jpg,"[0.56546458405852, 0.8538961039794939]",14,27
354,../../../Scenario5/unit1/camera_data/image_BS1_1288_03_22_43.jpg,"[0.3798156852236786, 0.0703463203118658]",15,29
2023,../../../Scenario5/unit1/camera_data/image_BS1_8580_03_38_17.jpg,"[0.6114201268386549, 0.08116883110541483]",3,6
1012,../../../Scenario5/unit1/camera_data/image_BS1_4125_03_28_45.jpg,"[0.707641468763146, 0.7965367964968493]",6,11
681,../../../Scenario5/unit1/camera_data/image_BS1_2851_03_26_03.jpg,"[0.44746618501956, 0.8008658007219905]",15,29
1354,../../../Scenario5/unit1/camera_data/image_BS1_5147_03_30_56.jpg,"[0.6134315798115416, 0.7575757573939973]",9,16
1564,../../../Scenario5/unit1/camera_data/image_BS1_6260_03_33_19.jpg,"[0.4526590176710974, 0.8344155842742709]",17,33
1537,../../../Scenario5/unit1/camera_data/image_BS1_6231_03_33_15.jpg,"[0.13991913137723663, 0.8852813851885077]",27,54
1730,../../../Scenario5/unit1/camera_data/image_BS1_6836_03_34_33.jpg,"[0.5007902136653155, 0.7662337659980771]",14,27
2084,../../../Scenario5/unit1/camera_data/image_BS1_9262_03_39_47.jpg,"[0.1707887769117649, 0.93939393931005]",29,58
1949,../../../Scenario5/unit1/camera_data/image_BS1_8065_03_37_10.jpg,"[0.17358018102668887, 0.8679653678265511]",26,51
367,../../../Scenario5/unit1/camera_data/image_BS1_1301_03_22_45.jpg,"[0.25553662691155576, 0.09740259744953549]",22,43
486,../../../Scenario5/unit1/camera_data/image_BS1_2291_03_24_51.jpg,"[0.5396235709489166, 0.7781385281170564]",12,22
1407,../../../Scenario5/unit1/camera_data/image_BS1_5360_03_31_23.jpg,"[0.4111368814324351, 0.0075757575862437435]",14,26
871,../../../Scenario5/unit1/camera_data/image_BS1_3660_03_27_46.jpg,"[0.6610291250182252, 0.7489177489437147]",7,13
892,../../../Scenario5/unit1/camera_data/image_BS1_3867_03_28_12.jpg,"[0.6342850105747492, 0.06277056272562205]",3,4
364,../../../Scenario5/unit1/camera_data/image_BS1_1298_03_22_44.jpg,"[0.28620102214094245, 0.0909090908811278]",20,39
1021,../../../Scenario5/unit1/camera_data/image_BS1_4135_03_28_47.jpg,"[0.8292933232015414, 0.7911255409462776]",2,3
1374,../../../Scenario5/unit1/camera_data/image_BS1_5167_03_30_59.jpg,"[0.8175735309223383, 0.742424242375307]",2,3
2119,../../../Scenario5/unit1/camera_data/image_BS1_9300_03_39_52.jpg,"[0.6979536544742183, 0.8852813851885077]",9,17
1292,../../../Scenario5/unit1/camera_data/image_BS1_4899_03_30_24.jpg,"[0.08041706861818093, 0.09740259744953549]",30,58
1538,../../../Scenario5/unit1/camera_data/image_BS1_6232_03_33_15.jpg,"[0.1504689969506757, 0.8831168828452415]",28,54
419,../../../Scenario5/unit1/camera_data/image_BS1_2035_03_24_18.jpg,"[0.3119599351372396, 0.07575757586243743]",19,37
997,../../../Scenario5/unit1/camera_data/image_BS1_4109_03_28_43.jpg,"[0.5069887728105882, 0.814935064876642]",14,26
224,../../../Scenario5/unit1/camera_data/image_BS1_683_03_21_25.jpg,"[0.07261755711030465, 0.13311688303748784]",30,59
1372,../../../Scenario5/unit1/camera_data/image_BS1_5165_03_30_59.jpg,"[0.797500051315752, 0.743506493393143]",2,4
914,../../../Scenario5/unit1/camera_data/image_BS1_3890_03_28_15.jpg,"[0.4516122411280009, 0.08441558446651723]",11,22
230,../../../Scenario5/unit1/camera_data/image_BS1_981_03_22_04.jpg,"[0.036226678441846044, 0.8582251082046353]",30,60
397,../../../Scenario5/unit1/camera_data/image_BS1_2013_03_24_16.jpg,"[0.5768354508379414, 0.054112554121542256]",5,9
1451,../../../Scenario5/unit1/camera_data/image_BS1_5887_03_32_31.jpg,"[0.6703269637288424, 0.057359307482644666]",2,3
917,../../../Scenario5/unit1/camera_data/image_BS1_3893_03_28_16.jpg,"[0.43096406066993487, 0.08766233767382252]",12,26
1988,../../../Scenario5/unit1/camera_data/image_BS1_8104_03_37_15.jpg,"[0.5334865868995614, 0.7987012985325214]",12,22
573,../../../Scenario5/unit1/camera_data/image_BS1_2567_03_25_26.jpg,"[0.4080376018525068, 0.08874458869165856]",15,29
2035,../../../Scenario5/unit1/camera_data/image_BS1_8592_03_38_19.jpg,"[0.4923339011926533, 0.07683982688027349]",9,16
2292,../../../Scenario5/unit1/camera_data/image_BS1_9918_03_41_11.jpg,"[0.851398780812987, 0.835497835445904]",4,8
1502,../../../Scenario5/unit1/camera_data/image_BS1_5940_03_32_38.jpg,"[0.23813140124264195, 0.08333333344868118]",23,44
487,../../../Scenario5/unit1/camera_data/image_BS1_2292_03_24_51.jpg,"[0.5517333388064302, 0.7770562767916261]",12,22
1609,../../../Scenario5/unit1/camera_data/image_BS1_6474_03_33_46.jpg,"[0.5970320806217793, 0.034632034723913435]",4,7
1202,../../../Scenario5/unit1/camera_data/image_BS1_4807_03_30_13.jpg,"[0.5186675150404301, 0.0909090908811278]",8,14
2277,../../../Scenario5/unit1/camera_data/image_BS1_9902_03_41_09.jpg,"[0.6334434843222104, 0.8419913418605146]",11,22
1520,../../../Scenario5/unit1/camera_data/image_BS1_5959_03_32_40.jpg,"[0.0649617208262362, 0.09956709948520759]",30,60
1678,../../../Scenario5/unit1/camera_data/image_BS1_6546_03_33_56.jpg,"[0.16253771474424428, 0.04329004332799323]",27,54
2103,../../../Scenario5/unit1/camera_data/image_BS1_9283_03_39_49.jpg,"[0.4593912276039046, 0.9015151512250342]",20,39
1740,../../../Scenario5/unit1/camera_data/image_BS1_6846_03_34_34.jpg,"[0.6255618727010278, 0.7402597403396348]",9,17
352,../../../Scenario5/unit1/camera_data/image_BS1_1286_03_22_43.jpg,"[0.3973030110204826, 0.06818181796859943]",14,27
1221,../../../Scenario5/unit1/camera_data/image_BS1_4826_03_30_15.jpg,"[0.43174401182655603, 0.09956709948520759]",13,26
713,../../../Scenario5/unit1/camera_data/image_BS1_2883_03_26_07.jpg,"[0.7590771946424341, 0.7564935063761613]",3,6
1571,../../../Scenario5/unit1/camera_data/image_BS1_6267_03_33_20.jpg,"[0.5269596272718958, 0.825757575670191]",12,23
654,../../../Scenario5/unit1/camera_data/image_BS1_2822_03_25_59.jpg,"[0.20151474723706922, 0.8409090908426785]",25,49
614,../../../Scenario5/unit1/camera_data/image_BS1_2608_03_25_32.jpg,"[0.19494673754545847, 0.10497835503577924]",25,49
775,../../../Scenario5/unit1/camera_data/image_BS1_3367_03_27_09.jpg,"[0.28603682189974594, 0.05844155850048072]",20,39
2009,../../../Scenario5/unit1/camera_data/image_BS1_8125_03_37_18.jpg,"[0.7880790624132995, 0.7662337659980771]",3,6
445,../../../Scenario5/unit1/camera_data/image_BS1_2249_03_24_46.jpg,"[0.040783235160570086, 0.8820346318274054]",30,60
554,../../../Scenario5/unit1/camera_data/image_BS1_2548_03_25_24.jpg,"[0.4768785534007086, 0.08333333344868118]",11,20
556,../../../Scenario5/unit1/camera_data/image_BS1_2550_03_25_24.jpg,"[0.47031054370909786, 0.08333333344868118]",11,21
1999,../../../Scenario5/unit1/camera_data/image_BS1_8115_03_37_17.jpg,"[0.6615012007098421, 0.7770562767916261]",6,12
1264,../../../Scenario5/unit1/camera_data/image_BS1_4870_03_30_21.jpg,"[0.2837380185084114, 0.10389610386414605]",22,42
588,../../../Scenario5/unit1/camera_data/image_BS1_2582_03_25_28.jpg,"[0.3528047453937273, 0.08874458869165856]",18,34
1037,../../../Scenario5/unit1/camera_data/image_BS1_4320_03_29_10.jpg,"[0.5771228012563893, 0.06277056272562205]",5,9
1605,../../../Scenario5/unit1/camera_data/image_BS1_6470_03_33_46.jpg,"[0.6309599556722907, 0.034632034723913435]",2,4
973,../../../Scenario5/unit1/camera_data/image_BS1_4083_03_28_40.jpg,"[0.17397015660499948, 0.8625541124297765]",26,51
38,../../../Scenario5/unit1/camera_data/image_BS1_298_03_20_36.jpg,"[0.3009379938867675, 0.8917748917569155]",22,42
1274,../../../Scenario5/unit1/camera_data/image_BS1_4880_03_30_22.jpg,"[0.23066029023174253, 0.10389610386414605]",24,46
734,../../../Scenario5/unit1/camera_data/image_BS1_3326_03_27_03.jpg,"[0.5909977217177029, 0.048701298570970615]",4,7
1827,../../../Scenario5/unit1/camera_data/image_BS1_7418_03_35_48.jpg,"[0.3328338909324197, 0.8203463201196194]",21,42
1106,../../../Scenario5/unit1/camera_data/image_BS1_4576_03_29_43.jpg,"[0.07458796001924627, 0.8733766233771227]",29,58
953,../../../Scenario5/unit1/camera_data/image_BS1_3929_03_28_20.jpg,"[0.08236694649515, 0.11580086582932826]",30,59
1078,../../../Scenario5/unit1/camera_data/image_BS1_4362_03_29_16.jpg,"[0.1983744176077797, 0.1093073594147177]",25,48
373,../../../Scenario5/unit1/camera_data/image_BS1_1307_03_22_45.jpg,"[0.19180640791616896, 0.11471861465769508]",26,51
138,../../../Scenario5/unit1/camera_data/image_BS1_597_03_21_14.jpg,"[0.5396646209982777, 0.08225108212325087]",7,14
1284,../../../Scenario5/unit1/camera_data/image_BS1_4891_03_30_23.jpg,"[0.1473697173707474, 0.09956709948520759]",28,54
1206,../../../Scenario5/unit1/camera_data/image_BS1_4811_03_30_13.jpg,"[0.49387327845933926, 0.09415584424223021]",9,17
1627,../../../Scenario5/unit1/camera_data/image_BS1_6494_03_33_49.jpg,"[0.45378789434208405, 0.04004329012068795]",12,22
536,../../../Scenario5/unit1/camera_data/image_BS1_2530_03_25_22.jpg,"[0.5555920444964232, 0.07575757586243743]",7,13
548,../../../Scenario5/unit1/camera_data/image_BS1_2542_03_25_23.jpg,"[0.4984914102739809, 0.08225108212325087]",9,17
1754,../../../Scenario5/unit1/camera_data/image_BS1_6861_03_34_36.jpg,"[0.8305042999858344, 0.7164502164092704]",2,3
1001,../../../Scenario5/unit1/camera_data/image_BS1_4113_03_28_44.jpg,"[0.5575829724373373, 0.8095238093260704]",12,22
1226,../../../Scenario5/unit1/camera_data/image_BS1_4831_03_30_16.jpg,"[0.41503663718637324, 0.10064935050304365]",14,27
613,../../../Scenario5/unit1/camera_data/image_BS1_2607_03_25_31.jpg,"[0.20305412450375515, 0.10281385284631]",25,48
1601,../../../Scenario5/unit1/camera_data/image_BS1_6466_03_33_45.jpg,"[0.6664682580388492, 0.032467532534444205]",2,2
1864,../../../Scenario5/unit1/camera_data/image_BS1_7809_03_36_38.jpg,"[0.6432133987390283, 0.11255411262202297]",2,3
1409,../../../Scenario5/unit1/camera_data/image_BS1_5362_03_31_24.jpg,"[0.39397795611802405, 0.006493506260813435]",15,29
817,../../../Scenario5/unit1/camera_data/image_BS1_3602_03_27_39.jpg,"[0.07641468771896397, 0.8571428571867992]",29,58
1576,../../../Scenario5/unit1/camera_data/image_BS1_6272_03_33_20.jpg,"[0.5807762566412408, 0.8192640691017833]",11,20
1395,../../../Scenario5/unit1/camera_data/image_BS1_5348_03_31_22.jpg,"[0.5132078569878334, 0.015151515172487487]",8,14
2162,../../../Scenario5/unit1/camera_data/image_BS1_9485_03_40_16.jpg,"[0.5839986863984205, 0.11363636363985903]",7,13
1347,../../../Scenario5/unit1/camera_data/image_BS1_5140_03_30_55.jpg,"[0.5485519591131955, 0.7662337659980771]",11,22
1010,../../../Scenario5/unit1/camera_data/image_BS1_4123_03_28_45.jpg,"[0.6828267071646665, 0.7976190475146853]",6,11
1752,../../../Scenario5/unit1/camera_data/image_BS1_6859_03_34_36.jpg,"[0.7989983785330766, 0.7164502164092704]",2,4
514,../../../Scenario5/unit1/camera_data/image_BS1_2508_03_25_19.jpg,"[0.6767512982112291, 0.06601731608672447]",2,4
68,../../../Scenario5/unit1/camera_data/image_BS1_329_03_20_40.jpg,"[0.4971778083444091, 0.8484848484289222]",14,26
538,../../../Scenario5/unit1/camera_data/image_BS1_2532_03_25_22.jpg,"[0.5447958785684813, 0.07792207789810954]",7,14
1413,../../../Scenario5/unit1/camera_data/image_BS1_5366_03_31_24.jpg,"[0.3567455511970266, 0.00216450234326636]",17,33
1072,../../../Scenario5/unit1/camera_data/image_BS1_4356_03_29_15.jpg,"[0.25165739618959015, 0.10173160182847395]",22,43
1069,../../../Scenario5/unit1/camera_data/image_BS1_4353_03_29_14.jpg,"[0.278545185856874, 0.09740259744953549]",21,40
2127,../../../Scenario5/unit1/camera_data/image_BS1_9309_03_39_53.jpg,"[0.8271381950340146, 0.8831168828452415]",6,11
310,../../../Scenario5/unit1/camera_data/image_BS1_1062_03_22_14.jpg,"[0.7439707723502709, 0.7943722941535829]",4,6
841,../../../Scenario5/unit1/camera_data/image_BS1_3629_03_27_42.jpg,"[0.32394655281750184, 0.7716450215486488]",20,39
701,../../../Scenario5/unit1/camera_data/image_BS1_2871_03_26_05.jpg,"[0.6115227519985177, 0.7781385281170564]",9,17
1046,../../../Scenario5/unit1/camera_data/image_BS1_4330_03_29_11.jpg,"[0.48919357156336385, 0.0703463203118658]",9,17
1196,../../../Scenario5/unit1/camera_data/image_BS1_4801_03_30_12.jpg,"[0.5655877342357714, 0.08658008665598646]",6,11
702,../../../Scenario5/unit1/camera_data/image_BS1_2872_03_26_05.jpg,"[0.6239814453703968, 0.7770562767916261]",8,15
829,../../../Scenario5/unit1/camera_data/image_BS1_3617_03_27_41.jpg,"[0.21187988752275538, 0.8062770561187651]",25,48
126,../../../Scenario5/unit1/camera_data/image_BS1_585_03_21_13.jpg,"[0.5921676484526348, 0.0790043289159456]",5,9
1607,../../../Scenario5/unit1/camera_data/image_BS1_6472_03_33_46.jpg,"[0.6138010303578797, 0.034632034723913435]",3,6
670,../../../Scenario5/unit1/camera_data/image_BS1_2839_03_26_01.jpg,"[0.3715235729922129, 0.8116883115155396]",19,37
1900,../../../Scenario5/unit1/camera_data/image_BS1_7845_03_36_42.jpg,"[0.2918659304986806, 0.12229437224393883]",20,39
221,../../../Scenario5/unit1/camera_data/image_BS1_680_03_21_25.jpg,"[0.09786334435103983, 0.12770562779451047]",29,58
453,../../../Scenario5/unit1/camera_data/image_BS1_2257_03_24_47.jpg,"[0.1414379836265339, 0.8452380950678199]",28,55
150,../../../Scenario5/unit1/camera_data/image_BS1_609_03_21_16.jpg,"[0.4935859280408914, 0.08549783563815042]",10,19
1184,../../../Scenario5/unit1/camera_data/image_BS1_4655_03_29_53.jpg,"[0.8327620533278077, 0.7391774890142045]",2,3
1247,../../../Scenario5/unit1/camera_data/image_BS1_4853_03_30_19.jpg,"[0.345333634368244, 0.10281385284631]",19,37
780,../../../Scenario5/unit1/camera_data/image_BS1_3373_03_27_09.jpg,"[0.24995381869629166, 0.057359307482644666]",23,44
1704,../../../Scenario5/unit1/camera_data/image_BS1_6810_03_34_29.jpg,"[0.17429855708739242, 0.8344155842742709]",26,51
550,../../../Scenario5/unit1/camera_data/image_BS1_2544_03_25_23.jpg,"[0.4906713737341321, 0.08333333344868118]",10,19
1018,../../../Scenario5/unit1/camera_data/image_BS1_4132_03_28_46.jpg,"[0.7934360953206173, 0.7922077922717079]",4,7
2273,../../../Scenario5/unit1/camera_data/image_BS1_9898_03_41_09.jpg,"[0.5786211284591302, 0.8506493503107972]",14,26
628,../../../Scenario5/unit1/camera_data/image_BS1_2622_03_25_33.jpg,"[0.09927957144047438, 0.11580086582932826]",29,57
2143,../../../Scenario5/unit1/camera_data/image_BS1_9466_03_40_13.jpg,"[0.7239793928715748, 0.10497835503577924]",3,4
1979,../../../Scenario5/unit1/camera_data/image_BS1_8095_03_37_14.jpg,"[0.436444243754504, 0.8181818179301501]",16,32
1415,../../../Scenario5/unit1/camera_data/image_BS1_5368_03_31_25.jpg,"[0.33759569795628536, 0.0]",17,34
593,../../../Scenario5/unit1/camera_data/image_BS1_2587_03_25_29.jpg,"[0.3304735124451675, 0.08982683970949462]",19,38
1364,../../../Scenario5/unit1/camera_data/image_BS1_5157_03_30_58.jpg,"[0.7184992097870055, 0.7456709955826123]",4,7
2187,../../../Scenario5/unit1/camera_data/image_BS1_9511_03_40_19.jpg,"[0.40290634428230315, 0.1255411254512441]",18,34
265,../../../Scenario5/unit1/camera_data/image_BS1_1017_03_22_08.jpg,"[0.3387040495952995, 0.8138528138588059]",20,39
228,../../../Scenario5/unit1/camera_data/image_BS1_687_03_21_26.jpg,"[0.03840233164134532, 0.14177489164156765]",31,61
300,../../../Scenario5/unit1/camera_data/image_BS1_1052_03_22_13.jpg,"[0.6445885757645177, 0.7932900431357468]",7,13
1882,../../../Scenario5/unit1/camera_data/image_BS1_7827_03_36_40.jpg,"[0.460212228809887, 0.11580086582932826]",10,19
1205,../../../Scenario5/unit1/camera_data/image_BS1_4810_03_30_13.jpg,"[0.4995792368810225, 0.09415584424223021]",9,17
1131,../../../Scenario5/unit1/camera_data/image_BS1_4602_03_29_47.jpg,"[0.30494037478598446, 0.8062770561187651]",22,43
399,../../../Scenario5/unit1/camera_data/image_BS1_2015_03_24_16.jpg,"[0.5499066111067125, 0.05519480513937831]",6,11
2183,../../../Scenario5/unit1/camera_data/image_BS1_9507_03_40_18.jpg,"[0.42973255885366934, 0.12445887443340806]",15,29
1339,../../../Scenario5/unit1/camera_data/image_BS1_5131_03_30_54.jpg,"[0.4667186634055801, 0.7792207791348925]",15,29
203,../../../Scenario5/unit1/camera_data/image_BS1_662_03_21_22.jpg,"[0.22518010714717338, 0.11038961027875661]",24,47
348,../../../Scenario5/unit1/camera_data/image_BS1_1282_03_22_42.jpg,"[0.4316003366027482, 0.061688311707786]",12,23
1006,../../../Scenario5/unit1/camera_data/image_BS1_4118_03_28_44.jpg,"[0.6204716651947693, 0.8030303030652569]",9,17
1696,../../../Scenario5/unit1/camera_data/image_BS1_6802_03_34_28.jpg,"[0.08560990128430224, 0.8517316016362275]",30,59
855,../../../Scenario5/unit1/camera_data/image_BS1_3643_03_27_44.jpg,"[0.46341413353509414, 0.7489177489437147]",15,29
61,../../../Scenario5/unit1/camera_data/image_BS1_321_03_20_39.jpg,"[0.44165760143801397, 0.8603896102403074]",15,30
1082,../../../Scenario5/unit1/camera_data/image_BS1_4366_03_29_16.jpg,"[0.16309189056375134, 0.11147186129659267]",26,54
1275,../../../Scenario5/unit1/camera_data/image_BS1_4881_03_30_22.jpg,"[0.22417438065343806, 0.10389610386414605]",24,46
2134,../../../Scenario5/unit1/camera_data/image_BS1_9316_03_39_54.jpg,"[0.9310358982745468, 0.8820346318274054]",2,4
383,../../../Scenario5/unit1/camera_data/image_BS1_1318_03_22_47.jpg,"[0.07144763038995677, 0.14610389617430322]",29,57
912,../../../Scenario5/unit1/camera_data/image_BS1_3888_03_28_15.jpg,"[0.4650971860255879, 0.08225108212325087]",11,21
1554,../../../Scenario5/unit1/camera_data/image_BS1_6250_03_33_18.jpg,"[0.33837564909832263, 0.8538961039794939]",20,39
1104,../../../Scenario5/unit1/camera_data/image_BS1_4574_03_29_43.jpg,"[0.05724430943166621, 0.8798701296379362]",30,59
268,../../../Scenario5/unit1/camera_data/image_BS1_1020_03_22_09.jpg,"[0.3657560394891959, 0.8106060606515006]",20,38
1180,../../../Scenario5/unit1/camera_data/image_BS1_4651_03_29_53.jpg,"[0.7834198805492967, 0.742424242375307]",3,4
1550,../../../Scenario5/unit1/camera_data/image_BS1_6246_03_33_17.jpg,"[0.296730362682409, 0.8582251082046353]",22,43
1813,../../../Scenario5/unit1/camera_data/image_BS1_7404_03_35_46.jpg,"[0.14478356356096497, 0.8409090908426785]",28,55
792,../../../Scenario5/unit1/camera_data/image_BS1_3386_03_27_11.jpg,"[0.1704398513973994, 0.054112554121542256]",26,51
99,../../../Scenario5/unit1/camera_data/image_BS1_360_03_20_44.jpg,"[0.7930461197423068, 0.8181818179301501]",3,6
183,../../../Scenario5/unit1/camera_data/image_BS1_642_03_21_20.jpg,"[0.3468730116349299, 0.09740259744953549]",19,37
261,../../../Scenario5/unit1/camera_data/image_BS1_1013_03_22_08.jpg,"[0.3016768949794436, 0.8181818179301501]",22,44
2248,../../../Scenario5/unit1/camera_data/image_BS1_9873_03_41_06.jpg,"[0.33082243795953303, 0.9253246751553986]",24,46
159,../../../Scenario5/unit1/camera_data/image_BS1_618_03_21_17.jpg,"[0.4585702263979222, 0.08874458869165856]",12,23
2128,../../../Scenario5/unit1/camera_data/image_BS1_9310_03_39_53.jpg,"[0.8418546417332833, 0.8820346318274054]",5,8
900,../../../Scenario5/unit1/camera_data/image_BS1_3875_03_28_13.jpg,"[0.5673528868395714, 0.06926406929402974]",6,11
2192,../../../Scenario5/unit1/camera_data/image_BS1_9516_03_40_19.jpg,"[0.368773218941234, 0.1255411254512441]",20,38
886,../../../Scenario5/unit1/camera_data/image_BS1_3676_03_27_48.jpg,"[0.8568584388655837, 0.7673160173235074]",2,2
651,../../../Scenario5/unit1/camera_data/image_BS1_2819_03_25_58.jpg,"[0.17171240327761, 0.8474025974110863]",27,52
1083,../../../Scenario5/unit1/camera_data/image_BS1_4367_03_29_16.jpg,"[0.15436875269002995, 0.11255411262202297]",26,51
1132,../../../Scenario5/unit1/camera_data/image_BS1_4603_03_29_47.jpg,"[0.3135608874998431, 0.804112554083093]",22,42
1885,../../../Scenario5/unit1/camera_data/image_BS1_7830_03_36_40.jpg,"[0.4345148909095075, 0.1168831168471643]",11,22
559,../../../Scenario5/unit1/camera_data/image_BS1_2553_03_25_24.jpg,"[0.4604995792429188, 0.08441558446651723]",12,22
860,../../../Scenario5/unit1/camera_data/image_BS1_3648_03_27_44.jpg,"[0.5177644137065576, 0.7467532466004483]",12,23
83,../../../Scenario5/unit1/camera_data/image_BS1_344_03_20_42.jpg,"[0.6295232035508836, 0.826839826688027]",9,17
1698,../../../Scenario5/unit1/camera_data/image_BS1_6804_03_34_29.jpg,"[0.10769483384919146, 0.8474025974110863]",29,57
1580,../../../Scenario5/unit1/camera_data/image_BS1_6276_03_33_21.jpg,"[0.6243508959167349, 0.8127705625333757]",9,16
339,../../../Scenario5/unit1/camera_data/image_BS1_1273_03_22_41.jpg,"[0.5068245725693917, 0.049783549588806666]",9,17
491,../../../Scenario5/unit1/camera_data/image_BS1_2296_03_24_52.jpg,"[0.6002955604283201, 0.772727272874079]",9,17
105,../../../Scenario5/unit1/camera_data/image_BS1_366_03_20_45.jpg,"[0.8559758625636836, 0.8192640691017833]",2,2
2099,../../../Scenario5/unit1/camera_data/image_BS1_9279_03_39_49.jpg,"[0.4091254284595484, 0.9069264067756059]",20,40
2047,../../../Scenario5/unit1/camera_data/image_BS1_8605_03_38_21.jpg,"[0.38646579504317957, 0.07792207789810954]",15,29
921,../../../Scenario5/unit1/camera_data/image_BS1_3897_03_28_16.jpg,"[0.39527103301562333, 0.0909090908811278]",15,29
1231,../../../Scenario5/unit1/camera_data/image_BS1_4837_03_30_17.jpg,"[0.3949015824838692, 0.10064935050304365]",15,29
1719,../../../Scenario5/unit1/camera_data/image_BS1_6825_03_34_31.jpg,"[0.35645820077857876, 0.7965367964968493]",20,39
779,../../../Scenario5/unit1/camera_data/image_BS1_3372_03_27_09.jpg,"[0.25588555242592126, 0.057359307482644666]",23,44
706,../../../Scenario5/unit1/camera_data/image_BS1_2876_03_26_06.jpg,"[0.6726257671201769, 0.7694805192053824]",7,14
1444,../../../Scenario5/unit1/camera_data/image_BS1_5397_03_31_28.jpg,"[0.07553211141706394, 0.057359307482644666]",30,58
576,../../../Scenario5/unit1/camera_data/image_BS1_2570_03_25_27.jpg,"[0.397426161197734, 0.08874458869165856]",15,29
1422,../../../Scenario5/unit1/camera_data/image_BS1_5375_03_31_25.jpg,"[0.27755998440969515, 0.001082251017836051]",21,42
